id,english,russian,domain,scenario,level,priority,phrase_type,family,source_id,source_title,tags
ophc2_34953d5156fb,ectropion presenting with flashes,ectropion: клиническое проявление — flashes,Oculoplastics & Orbit,clinical presentation,C2,A,presentation pattern,ectropion,yanoff_duker,"Ophthalmology, Yanoff & Duker",presentation
ophc2_8e98e914f9fd,proptosis associated with ectropion,"proptosis, ассоциированный/связан с ectropion",Oculoplastics & Orbit,differential diagnosis,C2,A,association pattern,proptosis,yanoff_duker,"Ophthalmology, Yanoff & Duker",association;ddx
ophc2_26be43f89189,enophthalmos associated with ectropion,"enophthalmos, ассоциированный/связан с ectropion",Oculoplastics & Orbit,differential diagnosis,C2,A,association pattern,enophthalmos,ophthalmic_surgery,Ophthalmic Surgery: Principles and Practice,association;ddx
ophc2_405ab153f48e,orbital mass associated with entropion,"orbital mass, ассоциированный/связан с entropion",Oculoplastics & Orbit,differential diagnosis,C2,A,association pattern,orbital mass,ophthalmic_surgery,Ophthalmic Surgery: Principles and Practice,association;ddx
ophc2_48942678bd6b,risk of recurrence in blowout fracture,фактор риска / риск: risk of recurrence при blowout fracture,Oculoplastics & Orbit,risk stratification,C2,A,risk pattern,blowout fracture,ophthalmic_surgery,Ophthalmic Surgery: Principles and Practice,risk;prognosis
ophc2_12c708471ee6,risk of treatment failure in entropion,фактор риска / риск: risk of treatment failure при entropion,Oculoplastics & Orbit,risk stratification,C2,A,risk pattern,entropion,yanoff_duker,"Ophthalmology, Yanoff & Duker",risk;prognosis
ophc2_1217b8f81600,risk of treatment failure in ectropion,фактор риска / риск: risk of treatment failure при ectropion,Oculoplastics & Orbit,risk stratification,C2,A,risk pattern,ectropion,yanoff_duker,"Ophthalmology, Yanoff & Duker",risk;prognosis
ophc2_8e80f00437a0,predictor of poor outcome in ectropion,фактор риска / риск: predictor of poor outcome при ectropion,Oculoplastics & Orbit,risk stratification,C2,A,risk pattern,ectropion,yanoff_duker,"Ophthalmology, Yanoff & Duker",risk;prognosis
ophc2_778c9d9374fb,risk of progression in blowout fracture,фактор риска / риск: risk of progression при blowout fracture,Oculoplastics & Orbit,risk stratification,C2,A,risk pattern,blowout fracture,ophthalmic_surgery,Ophthalmic Surgery: Principles and Practice,risk;prognosis
ophc2_a88db19d3f9c,risk of visual loss in blowout fracture,фактор риска / риск: risk of зрительный потеря при blowout fracture,Oculoplastics & Orbit,risk stratification,C2,A,risk pattern,blowout fracture,yanoff_duker,"Ophthalmology, Yanoff & Duker",risk;prognosis
ophc2_a93faff0f6c2,lid retraction associated with entropion,"lid retraction, ассоциированный/связан с entropion",Oculoplastics & Orbit,differential diagnosis,C2,A,association pattern,lid retraction,yanoff_duker,"Ophthalmology, Yanoff & Duker",association;ddx
ophc2_80dff5724d1e,risk of recurrence in orbital cellulitis,фактор риска / риск: risk of recurrence при орбитальный целлюлит,Oculoplastics & Orbit,risk stratification,C2,A,risk pattern,orbital cellulitis,ophthalmic_surgery,Ophthalmic Surgery: Principles and Practice,risk;prognosis
ophc2_d3e43c43b810,risk of progression in preseptal cellulitis,фактор риска / риск: risk of progression при preseptal cellulitis,Oculoplastics & Orbit,risk stratification,C2,A,risk pattern,preseptal cellulitis,ophthalmic_surgery,Ophthalmic Surgery: Principles and Practice,risk;prognosis
ophc2_dfa30d4c0ae8,risk of visual loss in preseptal cellulitis,фактор риска / риск: risk of зрительный потеря при preseptal cellulitis,Oculoplastics & Orbit,risk stratification,C2,A,risk pattern,preseptal cellulitis,yanoff_duker,"Ophthalmology, Yanoff & Duker",risk;prognosis
ophc2_98b43fd28855,lacrimal gland tumor presenting with flashes,lacrimal gland tumor: клиническое проявление — flashes,Oculoplastics & Orbit,clinical presentation,C2,A,presentation pattern,lacrimal gland tumor,ophthalmic_surgery,Ophthalmic Surgery: Principles and Practice,presentation
ophc2_884df702ca76,blowout fracture presenting with photophobia,blowout fracture: клиническое проявление — photophobia,Oculoplastics & Orbit,clinical presentation,C2,A,presentation pattern,blowout fracture,ophthalmic_surgery,Ophthalmic Surgery: Principles and Practice,presentation
ophc2_8593fae2b122,upper eyelid ptosis associated with entropion,"upper eyelid ptosis, ассоциированный/связан с entropion",Oculoplastics & Orbit,differential diagnosis,C2,A,association pattern,upper eyelid ptosis,ophthalmic_surgery,Ophthalmic Surgery: Principles and Practice,association;ddx
ophc2_84e62b8114c7,upper eyelid ptosis associated with ectropion,"upper eyelid ptosis, ассоциированный/связан с ectropion",Oculoplastics & Orbit,differential diagnosis,C2,A,association pattern,upper eyelid ptosis,ophthalmic_surgery,Ophthalmic Surgery: Principles and Practice,association;ddx
ophc2_4bb72dc47ff3,epiphora associated with preseptal cellulitis,"epiphora, ассоциированный/связан с preseptal cellulitis",Oculoplastics & Orbit,differential diagnosis,C2,A,association pattern,epiphora,yanoff_duker,"Ophthalmology, Yanoff & Duker",association;ddx
ophc2_b413d405a184,epiphora associated with lacrimal gland tumor,"epiphora, ассоциированный/связан с lacrimal gland tumor",Oculoplastics & Orbit,differential diagnosis,C2,A,association pattern,epiphora,ophthalmic_surgery,Ophthalmic Surgery: Principles and Practice,association;ddx
ophc2_e3ff4ba5b104,preseptal cellulitis presenting with floaters,preseptal cellulitis: клиническое проявление — floaters,Oculoplastics & Orbit,clinical presentation,C2,A,presentation pattern,preseptal cellulitis,yanoff_duker,"Ophthalmology, Yanoff & Duker",presentation
ophc2_af3e6c297346,lacrimal gland tumor presenting with floaters,lacrimal gland tumor: клиническое проявление — floaters,Oculoplastics & Orbit,clinical presentation,C2,A,presentation pattern,lacrimal gland tumor,ophthalmic_surgery,Ophthalmic Surgery: Principles and Practice,presentation
ophc2_ec1167df9d00,risk of treatment failure in blowout fracture,фактор риска / риск: risk of treatment failure при blowout fracture,Oculoplastics & Orbit,risk stratification,C2,A,risk pattern,blowout fracture,ophthalmic_surgery,Ophthalmic Surgery: Principles and Practice,risk;prognosis
ophc2_664d646dbb93,predictor of poor outcome in blowout fracture,фактор риска / риск: predictor of poor outcome при blowout fracture,Oculoplastics & Orbit,risk stratification,C2,A,risk pattern,blowout fracture,ophthalmic_surgery,Ophthalmic Surgery: Principles and Practice,risk;prognosis
ophc2_04b662aca306,orbital inflammation associated with entropion,"orbital воспаление, ассоциированный/связан с entropion",Oculoplastics & Orbit,differential diagnosis,C2,A,association pattern,orbital inflammation,yanoff_duker,"Ophthalmology, Yanoff & Duker",association;ddx
ophc2_fe15348f5983,exposure keratopathy associated with entropion,"exposure keratopathy, ассоциированный/связан с entropion",Oculoplastics & Orbit,differential diagnosis,C2,A,association pattern,exposure keratopathy,ophthalmic_surgery,Ophthalmic Surgery: Principles and Practice,association;ddx
ophc2_bb2d326f8016,enophthalmos associated with orbital cellulitis,"enophthalmos, ассоциированный/связан с орбитальный целлюлит",Oculoplastics & Orbit,differential diagnosis,C2,A,association pattern,enophthalmos,yanoff_duker,"Ophthalmology, Yanoff & Duker",association;ddx
ophc2_158a3687c237,ectropion presenting with reduced visual acuity,ectropion: клиническое проявление — сниженный зрительный acuity,Oculoplastics & Orbit,clinical presentation,C2,A,presentation pattern,ectropion,yanoff_duker,"Ophthalmology, Yanoff & Duker",presentation
ophc2_38c09ac31f5f,blowout fracture presenting with blurred vision,blowout fracture: клиническое проявление — blurred vision,Oculoplastics & Orbit,clinical presentation,C2,A,presentation pattern,blowout fracture,yanoff_duker,"Ophthalmology, Yanoff & Duker",presentation
ophc2_86ee4f88d568,predictor of poor outcome in orbital cellulitis,фактор риска / риск: predictor of poor outcome при орбитальный целлюлит,Oculoplastics & Orbit,risk stratification,C2,A,risk pattern,orbital cellulitis,yanoff_duker,"Ophthalmology, Yanoff & Duker",risk;prognosis
ophc2_ac69801e91cf,enophthalmos associated with thyroid eye disease,"enophthalmos, ассоциированный/связан с thyroid eye заболевание",Oculoplastics & Orbit,differential diagnosis,C2,A,association pattern,enophthalmos,yanoff_duker,"Ophthalmology, Yanoff & Duker",association;ddx
ophc2_f1fb662e4c30,canalicular laceration associated with entropion,"canalicular laceration, ассоциированный/связан с entropion",Oculoplastics & Orbit,differential diagnosis,C2,A,association pattern,canalicular laceration,yanoff_duker,"Ophthalmology, Yanoff & Duker",association;ddx
ophc2_5308e6e9c6dc,orbital floor fracture associated with entropion,"orbital floor fracture, ассоциированный/связан с entropion",Oculoplastics & Orbit,differential diagnosis,C2,A,association pattern,orbital floor fracture,yanoff_duker,"Ophthalmology, Yanoff & Duker",association;ddx
ophc2_5d21adcac0cc,orbital floor fracture associated with ectropion,"orbital floor fracture, ассоциированный/связан с ectropion",Oculoplastics & Orbit,differential diagnosis,C2,A,association pattern,orbital floor fracture,yanoff_duker,"Ophthalmology, Yanoff & Duker",association;ddx
ophc2_5dac74fca371,preseptal cellulitis presenting with ocular pain,preseptal cellulitis: клиническое проявление — глазной pain,Oculoplastics & Orbit,clinical presentation,C2,A,presentation pattern,preseptal cellulitis,ophthalmic_surgery,Ophthalmic Surgery: Principles and Practice,presentation
ophc2_9a79024df9fa,preseptal cellulitis presenting with photophobia,preseptal cellulitis: клиническое проявление — photophobia,Oculoplastics & Orbit,clinical presentation,C2,A,presentation pattern,preseptal cellulitis,ophthalmic_surgery,Ophthalmic Surgery: Principles and Practice,presentation
ophc2_876d5290cb4b,lacrimal gland tumor presenting with photophobia,lacrimal gland tumor: клиническое проявление — photophobia,Oculoplastics & Orbit,clinical presentation,C2,A,presentation pattern,lacrimal gland tumor,yanoff_duker,"Ophthalmology, Yanoff & Duker",presentation
ophc2_93d14f03538e,risk of treatment failure in preseptal cellulitis,фактор риска / риск: risk of treatment failure при preseptal cellulitis,Oculoplastics & Orbit,risk stratification,C2,A,risk pattern,preseptal cellulitis,yanoff_duker,"Ophthalmology, Yanoff & Duker",risk;prognosis
ophc2_b182b2b7dedd,risk of treatment failure in lacrimal gland tumor,фактор риска / риск: risk of treatment failure при lacrimal gland tumor,Oculoplastics & Orbit,risk stratification,C2,A,risk pattern,lacrimal gland tumor,yanoff_duker,"Ophthalmology, Yanoff & Duker",risk;prognosis
ophc2_6e62daf7501a,dacryocystitis associated with lacrimal gland tumor,"dacryocystitis, ассоциированный/связан с lacrimal gland tumor",Oculoplastics & Orbit,differential diagnosis,C2,A,association pattern,dacryocystitis,yanoff_duker,"Ophthalmology, Yanoff & Duker",association;ddx
ophc2_b95b1cf7a669,preseptal cellulitis presenting with blurred vision,preseptal cellulitis: клиническое проявление — blurred vision,Oculoplastics & Orbit,clinical presentation,C2,A,presentation pattern,preseptal cellulitis,yanoff_duker,"Ophthalmology, Yanoff & Duker",presentation
ophc2_a94a84e2b7f3,risk of recurrence in nasolacrimal duct obstruction,фактор риска / риск: risk of recurrence при nasolacrimal duct obstruction,Oculoplastics & Orbit,risk stratification,C2,A,risk pattern,nasolacrimal duct obstruction,ophthalmic_surgery,Ophthalmic Surgery: Principles and Practice,risk;prognosis
ophc2_447e034c00ae,risk of visual loss in nasolacrimal duct obstruction,фактор риска / риск: risk of зрительный потеря при nasolacrimal duct obstruction,Oculoplastics & Orbit,risk stratification,C2,A,risk pattern,nasolacrimal duct obstruction,yanoff_duker,"Ophthalmology, Yanoff & Duker",risk;prognosis
ophc2_35044af9c9ba,nasolacrimal duct obstruction presenting with flashes,nasolacrimal duct obstruction: клиническое проявление — flashes,Oculoplastics & Orbit,clinical presentation,C2,A,presentation pattern,nasolacrimal duct obstruction,ophthalmic_surgery,Ophthalmic Surgery: Principles and Practice,presentation
ophc2_38424da0595e,risk of recurrence in idiopathic orbital inflammation,фактор риска / риск: risk of recurrence при idiopathic orbital воспаление,Oculoplastics & Orbit,risk stratification,C2,A,risk pattern,idiopathic orbital inflammation,ophthalmic_surgery,Ophthalmic Surgery: Principles and Practice,risk;prognosis
ophc2_6ce2fbff5a9b,blowout fracture presenting with reduced visual acuity,blowout fracture: клиническое проявление — сниженный зрительный acuity,Oculoplastics & Orbit,clinical presentation,C2,A,presentation pattern,blowout fracture,ophthalmic_surgery,Ophthalmic Surgery: Principles and Practice,presentation
